UI_VR_RECENTRE	{Recentre VR View}
UI_NOTIFY_LAND_VR	{Point at the <STELLAR>Engine Control<> screen
Select 'Land' with <IMG>QUICK_ACTION<>}
UI_NOTIFY_FLIGHT_VR	{Hold <IMG>INTERACT<> and adjust the <STELLAR>flight stick<> to steer
Use <IMG>INTERACT_LEFT<> to grip the <STELLAR>throttle<>
Use the throttle to <STELLAR>change speed<>
Press <IMG>LANDSHIP<> to initiate landing}
UI_NOTIFY_BROKEN_PULSE_VR	{<FUEL>Pulse Engine Critically Damaged<>
Hold <IMG>INTERACT_LEFT<> or <IMG>INTERACT<> and grab a <TRADEABLE>cockpit handle<>
Lift the handle to exit}
UI_NOTIFY_BROKEN_LAUNCHER_VR	{<FUEL>Launch Thruster Critically Damaged<>
Hold <IMG>INTERACT_LEFT<> or <IMG>INTERACT<> and grab a <TRADEABLE>cockpit handle<>
Lift the handle to exit}
UI_NOTIFY_MELEE_VR	{Gather <FUEL>Carbon<> from plants to recharge
Hold <IMG>MELEE<> and push forwards to <STELLAR>Melee attack<>}
UI_VR_SHIPSCREEN_PULSE	{PULSE DRIVE}
UI_VR_SHIPSCREEN_LAND	{LAND}
UI_VR_SHIPSCREEN_TAKE_OFF	{TAKE OFF}
UI_VR_SHIPSCREEN_ANSWER	{ANSWER}
UI_VR_SHIPSCREEN_ENG_TITLE	{Engine Control}
UI_VR_SHIPSCREEN_WEAP_TITLE	{Weapon Systems}
UI_VR_INTERACT_PULL	{Pull To Collect}
UI_VR_INTERACT_PULL_NPC	{Pull To Speak}
UI_VR_INTERACT_PULL_GENERAL	{Pull To Use}
UI_VR_THROTTLE_STATUS	{THROTTLE: %AMOUNT%}
UI_VR_THROTTLE_WARNING	{Throttle Not Held}
CTRL_GLXY_GESTURE_R	{Select Next System}
CTRL_GLXY_GESTURE_L	{Rotate}
UI_CREA_DESC_FORMAT	{%BIOME_SENT% %TEMPERMENT_SENT% %DIET_SENT%
%NOTES_SENT%}
UI_CREA_DESC_FORMAT_END	{Additional Observations: %SENTENCE%}
UI_CREA_DESC_BIOME_HOT_1	{Discovered on the sun-battered surface of planet %PLANET%.}
UI_CREA_DESC_BIOME_HOT_2	{Found on planet %PLANET%, sweltering in the baking heat.}
UI_CREA_DESC_BIOME_HOT_3	{From the planet %PLANET%, where they struggle daily against the scorching temperatures.}
UI_CREA_DESC_BIOME_HOT_4	{%NAME% was first recorded on planet %PLANET%, surviving despite the extreme temperature.}
UI_CREA_DESC_BIOME_HOT_5	{Specially adapted to the unimaginable heat, %NAME% was first encountered on planet %PLANET%.}
UI_CREA_DESC_BIOME_HOT_6	{At home in the scorched landscapes of planet %PLANET%.}
UI_CREA_DESC_BIOME_HOT_7	{Found wandering the scorched plains of the planet %PLANET%.}
UI_CREA_DESC_BIOME_HOT_8	{Despite the fierce heat, %NAME% survives happily on planet %PLANET%.}
UI_CREA_DESC_BIOME_HOT_9	{Torched by the extreme solar heat, %NAME% survives on planet %PLANET%.}
UI_CREA_DESC_BIOME_HOT_10	{Discovered while exploring the overwhelming heat of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_HOT_1	{Discovered on the sun-soaked atmosphere of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_HOT_2	{Found on planet %PLANET%, sweltering in the baking heat.}
UI_CREA_DESC_BIOME_AIR_HOT_3	{From the planet %PLANET%, where they struggle daily against the scorching temperatures.}
UI_CREA_DESC_BIOME_AIR_HOT_4	{%NAME% was first recorded on planet %PLANET%, surviving despite the extreme temperature.}
UI_CREA_DESC_BIOME_AIR_HOT_5	{Specially adapted to the unimaginable heat, %NAME% was first encountered on planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_HOT_6	{At home in the burning air of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_HOT_7	{Found soaring over the scorched plains of the planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_HOT_8	{Despite the fierce heat, %NAME% survives happily on planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_HOT_9	{Torched by the extreme solar heat, %NAME% survives on planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_HOT_10	{Discovered while exploring the overwhelming heat of planet %PLANET%.}
UI_CREA_DESC_WATER_HOT_1	{%NAME% was first recorded swimming in the boiling, inhospitable seas of planet %PLANET%.}
UI_CREA_DESC_WATER_HOT_2	{Encountered in the bubbling seas of planet %PLANET%, where %NAME% revels in the near-boiling temperatures.}
UI_CREA_DESC_WATER_HOT_3	{Found in the super-heated depths of planet %PLANET%.}
UI_CREA_DESC_WATER_HOT_4	{%NAME% swims the steaming oceans of planet %PLANET%, seemingly impervious to the ferocious heat of the water.}
UI_CREA_DESC_WATER_HOT_5	{Recorded in the oceans of planet %PLANET%, %NAME% thrives despite the painfully hot water.}
UI_CREA_DESC_BIOME_COLD_1	{Discovered on planet %PLANET%, where they make their home amidst the ice.}
UI_CREA_DESC_BIOME_COLD_2	{Found on planet %PLANET%, where they wander the freezing fog and deep snowdrifts.}
UI_CREA_DESC_BIOME_COLD_3	{From the planet %PLANET%, where they fight for survival amidst permanent sub-zero temperatures.}
UI_CREA_DESC_BIOME_COLD_4	{%NAME% is found in the deep snow and icy forests of planet %PLANET%.}
UI_CREA_DESC_BIOME_COLD_5	{Well-adapted to their home planet, %NAME% easily copes with sub-zero temperatures.}
UI_CREA_DESC_BIOME_COLD_6	{Chemically-adapted blood and an unusual metabolism keep %NAME% warm on the snowfields of planet %PLANET%.}
UI_CREA_DESC_BIOME_COLD_7	{First encountered in the deep frosts of planet %PLANET%.}
UI_CREA_DESC_BIOME_COLD_8	{Found in the endless winter of planet %PLANET%.}
UI_CREA_DESC_BIOME_COLD_9	{Encountered in the never-ending ice storms of planet %PLANET%.}
UI_CREA_DESC_BIOME_COLD_10	{Found on planet %PLANET%, home to harsh freezing winds.}
UI_CREA_DESC_BIOME_AIR_COLD_1	{Discovered on planet %PLANET%, where they make their home in sub-zero air.}
UI_CREA_DESC_BIOME_AIR_COLD_2	{Found on planet %PLANET%, where they fight to fly through the freezing fog and icy winds.}
UI_CREA_DESC_BIOME_AIR_COLD_3	{From the planet %PLANET%, where they fight for survival amidst permanent sub-zero temperatures.}
UI_CREA_DESC_BIOME_AIR_COLD_4	{%NAME% is found above the deep snow and icy forests of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_COLD_5	{Well-adapted to their home planet, %NAME% easily copes with sub-zero temperatures.}
UI_CREA_DESC_BIOME_AIR_COLD_6	{Chemically-adapted blood and an unusual metabolism keep %NAME% warm on the snowy air of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_COLD_7	{First encountered above the deep frosts of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_COLD_8	{Found in the endless winter of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_COLD_9	{Encountered in the never-ending ice storms of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_COLD_10	{Found on planet %PLANET%, home to harsh freezing winds.}
UI_CREA_DESC_WATER_COLD_1	{%NAME% was first encountered in the icy depths of planet %PLANET%.}
UI_CREA_DESC_WATER_COLD_2	{Encountered in the icy seas of planet %PLANET%, where %NAME% survives despite the punishing cold.}
UI_CREA_DESC_WATER_COLD_3	{%NAME% was first recorded swimming in the unimaginably cold seas of planet %PLANET%.}
UI_CREA_DESC_WATER_COLD_4	{%NAME% swims the waters of planet %PLANET%, an impossible being in a sea of impossible cold.}
UI_CREA_DESC_WATER_COLD_5	{Found thriving in the waters of planet %PLANET%, where it seeks deep-sea pockets of warmth, refuges against the relentless cold.}
UI_CREA_DESC_BIOME_LUSH_1	{%NAME% makes its home in the fields of planet %PLANET%.}
UI_CREA_DESC_BIOME_LUSH_2	{Found wandering the temperate grasslands of planet %PLANET%.}
UI_CREA_DESC_BIOME_LUSH_3	{Found primarily on the grassy plains of planet %PLANET%.}
UI_CREA_DESC_BIOME_LUSH_4	{%NAME% was discovered in the verdant landscapes of planet %PLANET%.}
UI_CREA_DESC_BIOME_LUSH_5	{A grasslands creature, at home in lush plains of planet %PLANET%.}
UI_CREA_DESC_BIOME_LUSH_6	{Drawn to verdant landscapes, %NAME% is found on lush, temperate worlds.}
UI_CREA_DESC_BIOME_LUSH_7	{A wide-ranging creature, %NAME% was found in the grasslands of planet %PLANET%.}
UI_CREA_DESC_BIOME_LUSH_8	{First discovered roaming the plant-filled landscapes of planet %PLANET%.}
UI_CREA_DESC_BIOME_LUSH_9	{Found on planet %PLANET%, where they roamed both forest and grassland.}
UI_CREA_DESC_BIOME_LUSH_10	{Found on the planet %PLANET%, where the temperate climate and frequent rainfall encourage the rapid evolution of new lifeforms.}
UI_CREA_DESC_BIOME_LUSH_11	{Found on planet %PLANET%, %NAME% has adapted to the temperate climate and humid atmosphere.}
UI_CREA_DESC_BIOME_AIR_LUSH_1	{%NAME% makes its home above the fields and trees of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_LUSH_2	{Found soaring over the temperate grasslands of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_LUSH_3	{Found primarily in the humid, muggy skies of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_LUSH_4	{%NAME% was discovered soaring over the verdant landscapes of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_LUSH_5	{A forest creature, at home flitting in and above the rich canopies of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_LUSH_6	{Drawn to verdant landscapes, %NAME% is found on lush, temperate worlds.}
UI_CREA_DESC_BIOME_AIR_LUSH_7	{A wide-ranging flier, %NAME% was recorded above in the grasslands of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_LUSH_8	{First discovered flying over the plant-filled landscapes of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_LUSH_9	{Found on planet %PLANET%, where they soar freely over both forest and grassland.}
UI_CREA_DESC_BIOME_AIR_LUSH_10	{Found on the planet %PLANET%, where the temperate climate and frequent rainfall encourage the rapid evolution of new lifeforms.}
UI_CREA_DESC_BIOME_AIR_LUSH_11	{Found on planet %PLANET%, %NAME% has adapted to the temperate climate and humid atmosphere.}
UI_CREA_DESC_WATER_LUSH_1	{Discovered on planet %PLANET%, %NAME% swims freely in the temperate, bountiful water of its home seas.}
UI_CREA_DESC_WATER_LUSH_2	{%NAME% was found roaming the bustling, bountiful oceans of planet %PLANET%.}
UI_CREA_DESC_WATER_LUSH_3	{First recorded on planet %PLANET%, where %NAME% frolics in the water of its calm and sheltered seas.}
UI_CREA_DESC_WATER_LUSH_4	{%NAME% was first encountered swimming in the milk-warm seas of planet %PLANET%.}
UI_CREA_DESC_WATER_LUSH_5	{%NAME% was recorded in the pale blue waters of planet %PLANET%.}
UI_CREA_DESC_BIOME_DUST_1	{Found on the barren plains of planet %PLANET%.}
UI_CREA_DESC_BIOME_DUST_2	{%NAME% was first recorded in the dustbowls of planet %PLANET%.}
UI_CREA_DESC_BIOME_DUST_3	{First recorded on the dusty open landscapes of planet %PLANET%.}
UI_CREA_DESC_BIOME_DUST_4	{Discovered on %PLANET%, where they survive the dry and barren conditions.}
UI_CREA_DESC_BIOME_DUST_5	{Found on planet %PLANET%, where %NAME% has adapted to the frequent swings in temperature.}
UI_CREA_DESC_BIOME_DUST_6	{Found in the billowing dust of planet %PLANET%.}
UI_CREA_DESC_BIOME_DUST_7	{First recorded in the dunes of planet %PLANET%.}
UI_CREA_DESC_BIOME_DUST_8	{Discovered amidst the grit and dust of planet %PLANET%.}
UI_CREA_DESC_BIOME_DUST_9	{Encountered on planet %PLANET%, where they survive despite the near-constant drought.}
UI_CREA_DESC_BIOME_DUST_10	{Found on the wind-blasted plains of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_DUST_1	{Found floating above the barren plains of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_DUST_2	{%NAME% was first recorded soaring over the dustbowls of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_DUST_3	{First recorded gliding in the dusty winds of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_DUST_4	{Discovered on %PLANET%, where they survive the dry and barren conditions.}
UI_CREA_DESC_BIOME_AIR_DUST_5	{Found on planet %PLANET%, where %NAME% has adapted to the frequent swings in temperature.}
UI_CREA_DESC_BIOME_AIR_DUST_6	{Found in the billowing dust of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_DUST_7	{First recorded in the sand-choked skies of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_DUST_8	{Discovered soaring over the grit and dust of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_DUST_9	{Encountered on planet %PLANET%, where they survive despite the near-constant drought.}
UI_CREA_DESC_BIOME_AIR_DUST_10	{Found on the wind-blasted plains of planet %PLANET%.}
UI_CREA_DESC_WATER_DUST_1	{Recorded in the seas of planet %PLANET%, the watery depths a stark contrast to its dusty, barren surface.}
UI_CREA_DESC_WATER_DUST_2	{Found in the seas of planet %PLANET%, the water an oasis in the lifeless desert of the surface world.}
UI_CREA_DESC_WATER_DUST_3	{Encountered in the waters of planet %PLANET%, where the water maintains a steady warm in spite of the wild temperature swings of the surface world.}
UI_CREA_DESC_WATER_DUST_4	{%NAME% was found swimming the calm, temperate waters of planet %PLANET%.}
UI_CREA_DESC_WATER_DUST_5	{%NAME% was recorded in the oceans of planet %PLANET%, where the waters teem with an easy abundance denied to the sand-blasted surface.}
UI_CREA_DESC_BIOME_TOX_1	{%NAME% is at home in the toxic floods of planet %PLANET%.}
UI_CREA_DESC_BIOME_TOX_2	{Thrives on planet %PLANET%, despite the constant acid rain.}
UI_CREA_DESC_BIOME_TOX_3	{%NAME% was first recorded in the corroded landscapes of planet %PLANET%.}
UI_CREA_DESC_BIOME_TOX_4	{First encountered on the caustic landscapes of planet %PLANET%.}
UI_CREA_DESC_BIOME_TOX_5	{First recorded on the boiling acid planet %PLANET%.}
UI_CREA_DESC_BIOME_TOX_6	{Encountered on planet %PLANET%, where they live despite highly toxic conditions.}
UI_CREA_DESC_BIOME_TOX_7	{Encountered on planet %PLANET%, where they thrive in the chokingly toxic atmosphere.}
UI_CREA_DESC_BIOME_TOX_8	{Recorded in the poisonous rain and toxic air of planet %PLANET%.}
UI_CREA_DESC_BIOME_TOX_9	{Highly adapted to the ferocious toxicity of its home, planet %PLANET%.}
UI_CREA_DESC_BIOME_TOX_10	{Encountered on planet %PLANET%, where they navigate caustic ground and choking acid rain.}
UI_CREA_DESC_BIOME_AIR_TOX_1	{%NAME% is at home above the toxic floods plain of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_TOX_2	{Thrives on planet %PLANET%, despite the constant acid rain.}
UI_CREA_DESC_BIOME_AIR_TOX_3	{%NAME% was first recorded soaring above the corroded landscapes of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_TOX_4	{First encountered in the caustic air of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_TOX_5	{First recorded on the boiling acid planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_TOX_6	{Encountered on planet %PLANET%, where they live despite highly toxic conditions.}
UI_CREA_DESC_BIOME_AIR_TOX_7	{Encountered on planet %PLANET%, where they thrive in the chokingly toxic atmosphere.}
UI_CREA_DESC_BIOME_AIR_TOX_8	{Recorded in the poisonous rain and toxic air of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_TOX_9	{Highly adapted to the ferocious toxicity of its home, planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_TOX_10	{Encountered on planet %PLANET%, where they navigate caustic ground and choking acid rain.}
UI_CREA_DESC_WATER_TOX_1	{Encountered in the seas of planet %PLANET%, where %NAME% thrives despite the poisonous, punishing water.}
UI_CREA_DESC_WATER_TOX_2	{%NAME% was first recorded swimming in the caustic, doom-brined seas of planet %PLANET%.}
UI_CREA_DESC_WATER_TOX_3	{%NAME% was found deep in the toxic waters of planet %PLANET%.}
UI_CREA_DESC_WATER_TOX_4	{First recorded in the oceans of planet %PLANET%, where its strange biology allows it thrive despite the flesh-stripping toxicity of the water.}
UI_CREA_DESC_WATER_TOX_5	{Found in the alkaline seas of planet %PLANET%, %NAME% shows no ill-effects from its toxic home waters.}
UI_CREA_DESC_BIOME_RAD_1	{Found on the radiation-blasted plains of planet %PLANET%.}
UI_CREA_DESC_BIOME_RAD_2	{%NAME% was first recorded in the shattered remains of planet %PLANET%, thriving despite the nuclear storms.}
UI_CREA_DESC_BIOME_RAD_3	{First recorded on the uranium-soaked landscapes of planet %PLANET%.}
UI_CREA_DESC_BIOME_RAD_4	{Discovered on %PLANET%, where they survive despite hostile levels of background radiation.}
UI_CREA_DESC_BIOME_RAD_5	{Found on planet %PLANET%, where %NAME% thrives despite the never-ending radioactive glow.}
UI_CREA_DESC_BIOME_RAD_6	{Found on the gamma-drenched surface of planet %PLANET%.}
UI_CREA_DESC_BIOME_RAD_7	{First recorded in the irradiated atmosphere of planet %PLANET%.}
UI_CREA_DESC_BIOME_RAD_8	{Discovered amidst the thermonuclear fog of planet %PLANET%.}
UI_CREA_DESC_BIOME_RAD_9	{Encountered on %PLANET%, where they have adapted to the nuclear catastrophe that enveloped the planet.}
UI_CREA_DESC_BIOME_RAD_10	{Found on planet %PLANET%, where they had adapted to the hot, highly-radioactive atmosphere.}
UI_CREA_DESC_BIOME_AIR_RAD_1	{Found in the radiation-blasted skies of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RAD_2	{%NAME% was first recorded in the shattered remains of planet %PLANET%, thriving despite the nuclear storms.}
UI_CREA_DESC_BIOME_AIR_RAD_3	{First recorded on the uranium-infused atmosphere of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RAD_4	{Discovered on %PLANET%, where they survive despite hostile levels of background radiation.}
UI_CREA_DESC_BIOME_AIR_RAD_5	{Found on planet %PLANET%, where %NAME% thrives despite the never-ending radioactive glow.}
UI_CREA_DESC_BIOME_AIR_RAD_6	{Found in the gamma-drenched skies of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RAD_7	{First recorded in the irradiated atmosphere of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RAD_8	{Discovered amidst the thermonuclear fog of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RAD_9	{Encountered on %PLANET%, where they have adapted to the nuclear catastrophe that enveloped the planet.}
UI_CREA_DESC_BIOME_AIR_RAD_10	{Found on planet %PLANET%, where they had adapted to the hot, highly-radioactive atmosphere.}
UI_CREA_DESC_WATER_RAD_1	{Recorded in the highly-radioactive seas of planet %PLANET%.}
UI_CREA_DESC_WATER_RAD_2	{Encountered in the radioactive seas of planet %PLANET%, where %NAME% thrives in the balmy, high-energy water.}
UI_CREA_DESC_WATER_RAD_3	{%NAME% was first encountered in the irradiated seas of planet %PLANET%.}
UI_CREA_DESC_WATER_RAD_4	{Found swimming the contaminated oceans of planet %PLANET%.}
UI_CREA_DESC_WATER_RAD_5	{%NAME% was found in the oceans of planet %PLANET%, where the water is as irradiated as its nuclear-blasted surface.}
UI_CREA_DESC_BIOME_RGB_1	{Found wandering the fevered, dreamlike landscape of planet %PLANET%.}
UI_CREA_DESC_BIOME_RGB_2	{Found wandering the fevered, dreamlike landscape of planet %PLANET%.}
UI_CREA_DESC_BIOME_RGB_3	{Found wandering the fevered, dreamlike landscape of planet %PLANET%.}
UI_CREA_DESC_BIOME_RGB_4	{Found wandering the fevered, dreamlike landscape of planet %PLANET%.}
UI_CREA_DESC_BIOME_RGB_5	{Found wandering the fevered, dreamlike landscape of planet %PLANET%.}
UI_CREA_DESC_BIOME_RGB_6	{Found wandering the fevered, dreamlike landscape of planet %PLANET%.}
UI_CREA_DESC_BIOME_RGB_7	{Found wandering the fevered, dreamlike landscape of planet %PLANET%.}
UI_CREA_DESC_BIOME_RGB_8	{Found wandering the fevered, dreamlike landscape of planet %PLANET%.}
UI_CREA_DESC_BIOME_RGB_9	{Found wandering the fevered, dreamlike landscape of planet %PLANET%.}
UI_CREA_DESC_BIOME_RGB_10	{Found wandering the fevered, dreamlike landscape of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RGB_1	{Found soaring in haunted, mournful skies of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RGB_2	{Found soaring in haunted, mournful skies of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RGB_3	{Found soaring in haunted, mournful skies of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RGB_4	{Found soaring in haunted, mournful skies of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RGB_5	{Found soaring in haunted, mournful skies of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RGB_6	{Found soaring in haunted, mournful skies of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RGB_7	{Found soaring in haunted, mournful skies of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RGB_8	{Found soaring in haunted, mournful skies of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RGB_9	{Found soaring in haunted, mournful skies of planet %PLANET%.}
UI_CREA_DESC_BIOME_AIR_RGB_10	{Found soaring in haunted, mournful skies of planet %PLANET%.}
UI_CREA_DESC_WATER_RGB_1	{Found in the haunted depths of planet %PLANET%.}
UI_CREA_DESC_WATER_RGB_2	{Found in the anomalous water of planet %PLANET%. It does not drink the water.}
UI_CREA_DESC_WATER_RGB_3	{First recorded in the seas of planet %PLANET%, where it fights against the living oceans.}
UI_CREA_DESC_WATER_RGB_4	{Encountered in the deep waters of planet %PLANET%, where %NAME% is carried by endless looping currents.}
UI_CREA_DESC_WATER_RGB_5	{%NAME% swims the tortured, fractal waters of %PLANET%.}
UI_CREA_DESC_BIOME_WSTRUCT_1	{Encountered amidst the endless confusion of planet %PLANET%.}
UI_CREA_DESC_BIOME_WSBEAM_1	{First recorded blinking and lost amid the ethereal lights of planet %PLANET%}
UI_CREA_DESC_BIOME_WHEX_1	{%NAME% makes it home in the harsh, fractal world of %PLANET%.}
UI_CREA_DESC_BIOME_WHEX_2	{Encountered amidst the otherworldly glowing flora and bizarre rock formations of planet %PLANET%.}
UI_CREA_DESC_BIOME_WFRACT_1	{Encountered lurking in the endless fractal dreams of planet %PLANET%.}
UI_CREA_DESC_BIOME_WBUBBLE_1	{Discovered floating among the apparently non-sentient bubbles of planet %PLANET%.}
UI_CREA_DESC_BIOME_WBUBBLE_2	{Discovered floating among the apparently non-sentient bubbles of planet %PLANET%.}
UI_CREA_DESC_BIOME_WSHARD_1	{Encountered roaming the fractured landscapes of planet %PLANET%.}
UI_CREA_DESC_BIOME_WCONT_1	{Emerged on the planet %PLANET%, where it roams the dreamy moonscapes untouched by mortal concerns.}
UI_CREA_DESC_BIOME_WSHELL_1	{The host for this strange creature was found on planet %PLANET%, lurking in the endless mounds of discarded shells.}
UI_CREA_DESC_BIOME_WBONE_1	{Discovered amidst the parched and tortured hills of planet %PLANET%.}
UI_CREA_DESC_BIOME_WWIRE_1	{This creature was refracted into existence in the broken glasscape of planet %PLANET%.}
UI_CREA_DESC_BIOME_WHYDRO_1	{Encountered wandering the remains of an ancient civilisation on planet %PLANET%.}
UI_CREA_DESC_PREDATOR1_1	{Predatory in habit, they stalk their prey with a great degree of care.}
UI_CREA_DESC_PREDATOR1_2	{A vicious predator, they take great care as their hunt down their prey.}
UI_CREA_DESC_PREDATOR1_3	{A natural predator, they stalk their prey with great care.}
UI_CREA_DESC_PREDATOR1_4	{An intelligent predator, they hunt with skill and stealth.}
UI_CREA_DESC_PREDATOR1_5	{A sharp intelligence flashes in their eyes. They are careful, methodical hunters.}
UI_CREA_DESC_PREDATOR2_1	{Patient by nature, they watch their prey carefully before striking, wasting no energy on failed hunts.}
UI_CREA_DESC_PREDATOR2_2	{A well-regulated digestive system means they need only feed very occasionally. They are free to be patient in their search for prey.}
UI_CREA_DESC_PREDATOR2_3	{Calm in spirit, they appear almost serene. This surface impression belies the cruelty latent in this vicious hunter.}
UI_CREA_DESC_PREDATOR2_4	{A slow but relentless predator. Once they have begun their hunt there is little that will stop them.}
UI_CREA_DESC_PREDATOR2_5	{A patient predator, they are willing to wait for days on end for the perfect moment to strike.}
UI_CREA_DESC_PREDATOR3_1	{Nervous in habit, despite their predatory nature. They too are prey.}
UI_CREA_DESC_PREDATOR3_2	{Cautious and deliberate, they skitter from hunt to hunt, always on the lookout for those who would steal their prey.}
UI_CREA_DESC_PREDATOR3_3	{An unkind, jealous predator. They would sooner steal food from their own family than undertake a difficult hunt.}
UI_CREA_DESC_PREDATOR3_4	{Always on the lookout, their cautious nature reflects the sudden and violent cruelty of their own crude 'society'.}
UI_CREA_DESC_PREDATOR3_5	{Cautious by nature, they stalk their prey carefully. Once they have selected a target, this methodical hunter rarely fails to make a kill.}
UI_CREA_DESC_PREDATOR4_1	{An impulsive hunter, they are quick to lash out at any creature unfortunate enough to wander into their territory.}
UI_CREA_DESC_PREDATOR4_2	{Mindless and quick to rush into action, these predatory beasts have evolved fast-healing skin as a response to the frequent beatings they endure in poorly judged fights.}
UI_CREA_DESC_PREDATOR4_3	{An ancient predator, its mind has evolved impulsive hunting instincts. With no higher brain function, they simply follow the aggressive impulses that flash across their synapses.}
UI_CREA_DESC_PREDATOR4_4	{Impulsive and unpredictable, these vicious predators are as quick to pick a fight with their own kin as they are to hunt prey or attack a rival.}
UI_CREA_DESC_PREDATOR4_5	{Predatory in habit, they choose their prey impulsively, lashing out with an unpredictable ferocity.}
UI_CREA_DESC_PREDATOR5_1	{A vicious predator, they chase their prey with reckless abandon.}
UI_CREA_DESC_PREDATOR5_2	{A reckless predator, they charge into fights, caring little for stealth or ambush.}
UI_CREA_DESC_PREDATOR5_3	{A reckless predator, they happily hunt creatures far larger than themselves.}
UI_CREA_DESC_PREDATOR5_4	{Adrenaline glands embedded throughout the dermal layer suppress this beast's awareness of pain.}
